"X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92"
1147.5,18.2353,30.8824,2.94118,9.41176,5,12.9412,10,10.5882,0,0,0.294118,2.05882,5.29412,5.58824,4.11765,0.882353,0,0,0,0,0.294118,2.35294,6.17647,9.11765,7.94118,4.70588,0.294118,0,0,0,0,0,0.294118,1.17647,0.588235,0.882353,0,0,0,0,1.17647,4.11765,3.52941,0.588235,0,0,0,0,0,0,0.294118,0.294118,2.05882,0.882353,0.882353,0.588235,0,0,0,0,0.294118,0.882353,4.70588,5,2.05882,0,0,0,0,0,1.76471,1.47059,3.23529,2.35294,1.17647,0,0,0,0,0.294118,3.23529,1.47059,4.11765,1.47059,0,0,0,0
394.875,24.7863,50.4274,0.854701,0,4.2735,11.9658,1.7094,5.98291,0,0,2.5641,0.854701,4.2735,2.5641,7.69231,5.98291,0.854701,0,0,0,1.7094,6.83761,2.5641,8.54701,12.8205,9.40171,8.54701,0,0,0,0,0,0,0,0,0,0.854701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854701,0,0.854701,1.7094,0.854701,0,0,0,0,0,3.4188,3.4188,3.4188,0.854701,0.854701,0,0,0,0.854701,0.854701,0,0,0,0,0,0,0,0,3.4188,1.7094,0,0,0.854701,0,0,0
 
